,Name,Author,Link,Category,The Specific Category,State,Description
58,我的女友是扑街,旧谭,//book.qidian.com/info/1033340331,轻小说,恋爱日常,连载,【单女主狗粮文日常向】有一个每天都在太监的小说作者女朋友是什么体验？林白:“谢邀，我上我也行之后已被女朋友同质化，正在切文路上。”更新回答，林白:“草，女朋友被扒马翻车了，含泪帮她补结局中。”再次更新，林白:“我也翻车了，还被扒出来和女朋友的奸情，已被迫开文撒狗粮。”
59,女主从书里跑出来了怎么办,姬叉,//book.qidian.com/info/1031581482,都市,都市异能,连载,楚戈是个后宫文写手。当他正在写天下最强者之一的女宗主芳心萌动的时候……一个女人出现在他的房间里，持剑架在他的脖子上：“你敢写我爱上那个男人，我就杀了你。”
60,从特利伽开始穿越诸天,英雄骑士,//book.qidian.com/info/1034117752,诸天无限,无限,连载,许多年后，已经成为著名编剧的李飞在书房中看着自己所写的《穿越者日记》回忆着曾经所去过的世界，所接触的人，所发生的故事，不禁感慨道：“我也不是谦虚，可你说我一个高不成低不就的普通人，怎么就成了万千穿越者中的一员呢？所以说一个人的成功，当然要靠自我奋斗，也要考虑时代的进程啊···”
61,仙子很凶,关关公子,//book.qidian.com/info/1026684143,仙侠,幻想修仙,连载,左凌泉刚出生，便拥有了凡人能拥有的一切。名门贵子、俊美无双、家财万贯……但蹒跚学步之时，却发现这世界不属于凡人。妖鬼精怪、御风而行、大道长生……毫不意外，左凌泉踏上了追寻长生的路途。高人曾言：九域莽荒，太虚无迹。修行一道，如长夜无灯而行，激流无桥而渡。我辈修士，当谋而后动，万事‘从心’。左凌泉谨记教诲，就此凡事顺应心意，为所欲为……-------PS：已有万订完本作品《世子很凶》，多主角架空武侠，有兴趣的大佬可以瞅一眼。书友群：1012109860（V群敲管理）
62,贫道应个劫,黄笔鹤,//book.qidian.com/info/1033365305,仙侠,神话修真,连载,腾云驾雾，三头六臂，五行道术，青面獠牙的海外散仙，凶残狡诈的旁门异士，清虚道德十二真仙。殷商天子无道，凤鸣岐山，人间气数变革，天宫神位更迭，神仙杀劫，无数高人争相躲避。看着这个熟悉又陌生的世界，刘樵不得不凭借记忆，先知先觉，拜仙人，入阐教，取至宝，横闯重重杀劫，证位神圣…“道友请留步，贫道特来应劫…”
63,此间的男神,周一口鸟,//book.qidian.com/info/1033356064,都市,都市生活,连载,“别和我表白，我真不会拒绝。”“我都和你说过了，我不会拒绝...”
64,完美之双重卧底,雨水中看风云,//book.qidian.com/info/1033135664,轻小说,衍生同人,连载,身为一个被异域不朽送到九天的卧底，手持安澜枪，是怎样一种体验？收集金牛？收集战车？收集不朽盾？然后集全比王套装。开着王之蔑视。唱着比王之歌。召唤比王真身。一路打进九天，干废一帮二五仔？似乎……也不是不可以！
65,我真没想当训练家啊,北川南海,//book.qidian.com/info/1021583346,轻小说,衍生同人,完本,现在站在你面前的是——得文公司董事会、彩虹火箭队缔造者、逆属性大师、世界锦标赛冠军……传奇训练家陆野，回忆起首次直播时的场景，喟然长叹。“说起来你们可能不信，我最初的愿望只是破十万订阅露个脸而已。”“我只想恰点钱，从一名游戏区UP主做起。”“我真没想当训练家啊！”本书又名：《青春期训练家不会梦见神奥冠军》、《竹兰大小姐想让我告白》、《成为世界冠军从主播开始》……【融合世界观，平行世界+动画、游戏设定+特别篇】关键词：精灵宝可梦、口袋妖怪、神奇宝贝、宠物小精灵、特别篇
66,大国科技,九月酱,//book.qidian.com/info/1033013151,科幻,超级科技,连载,一个来自未来的快递，让叶舟走上了科技强国之路。手握科技人生模拟器，从芯片、量子计算、人工智能，到反物质燃料、空间引擎……一个又一个的未来科技被他提取到现实中，以一己之力推动整个世界的科技进程。……【芯片之殇剧情模拟结束】【完成度100%】【奖励：芯片产业配套技术】【评价：不只是光刻机而已！】提取完奖励的叶舟如释重负。这一场牌局，我们已经打了数千年。而现在，是时候去掀翻他们的牌桌了！
67,战锤审判官,VIterI,//book.qidian.com/info/1033259394,科幻,星际文明,连载,40千年末尾，人类帝国如今走到了最终时刻。但命运的齿轮却并非终止，一个关于希望，改变的故事才刚刚开始，在这黑暗的40千年末尾，银河之中只有战争。
68,我在外星人面前耍大刀,寂寞宇宙,//book.qidian.com/info/1025228427,科幻,古武机甲,连载,“那年，我去了外太空，带着一身嫁衣神功……”楚狄接受采访时说道。“然后呢？”“然后，遇见我的外星人整个人都不好了。”……被俘的外星舰队总司令在接受地球记者采访的时候说：“我真的没想到，拥有几万年科技的我们竟然会输给冷兵器……”记者：“你想对你那个文明的同类说些什么吗？”外星司令沉思良久，含泪道：“如果有一天，有一个地球人在你面前耍大刀，快跑！那个叫做楚狄的年轻人不讲武德！本书又名《鲲鹏眼》，是一部小鲲鹏找妈妈的故事。
69,我的治愈系游戏,我会修空调,//book.qidian.com/info/1025901449,悬疑,侦探推理,连载,警察同志，如果我说这是一款休闲治愈系游戏，你们信吗？
70,我已不做大佬好多年,萌俊,//book.qidian.com/info/1030846729,都市,都市生活,连载,这是一个梦已远，却梦回八零的故事。不是打打杀杀，是人情世故。我的名，张国宾！我已不做大佬好多年。
71,我的恋爱画风有些不正常,喜欢红烧带鱼,//book.qidian.com/info/1031422456,轻小说,恋爱日常,连载,【一本看了让你想谈恋爱的小说。】【看一章想恋爱，看两章想看海。】本书为日常恋爱系画风，欢迎品鉴。在箫逸看来，只要是个女人，她就不可能是完美的，必然有漏洞存在。只要有漏洞，那么一切就好办了。人设崩塌系统为您服务。只要目标人设崩塌就可以获得大量的奖励。冰山御姐？完美主义者？绿茶？二次元？箫逸：这不都是赤裸裸的金矿么？（简介无力，请移步正文，不好看不用客气，直接砍我！）
72,星界使徒,齐佩甲,//book.qidian.com/info/1030925549,游戏,游戏系统,连载,人类文明星际扩张，疆域领土横贯星空。在星际移民的时代浪潮中，周靖意外觉醒星界穿梭之力，创建【星界使徒】作为载体，承载自身的灵魂，投放至不同位面，以不同身份在诸界行走。既定的人生轨迹迎来转折，每创造一具化身，便如同一次新生。然而他慢慢发现，似乎人类文明对众多位面，并非一无所知……——多元的位面，多元的阵营，各自的命运于诸界碰撞！而他是唯一以千变万化姿态游走其中的，星界行者！
73,重生末世：开局中奖3000万,六根韭菜,//book.qidian.com/info/1034072024,科幻,末世危机,连载,末日来临，世界秩序混乱，人性道德沦丧重生回来冷酷男人李宇，开局中奖3000万建造坚固的基地，囤积物资当别人在挣扎在饥饿生死边缘时，李宇在天台吹着风儿，吃烧烤喝啤酒........
74,我能召唤山海经凶兽,凛风傲天,//book.qidian.com/info/1034130214,玄幻,异世大陆,连载,“我儿王腾，有大帝之资！”刚穿越过来的王腾想到这句话，感慨万千：“说的好，可我怎么摆脱身后的追兵？！”多年以后，当王腾立于高天之上，再次想起这句话，又感慨道：“大道似玄渊，一念成永恒！”他放眼望去，无数自己麾下的山海经凶兽正在四面八方待命，似乎可踏平一切，只等他一声令下。曾经极为弱小的朱厌，如今也已成长为神话级凶兽。这是一个属于御兽王者王腾的神话传说。
75,修真门派掌门人,兴尧,//book.qidian.com/info/2081048,游戏,游戏异界,连载,莫问天附带游戏功能穿越到修真世界，成为无极门掌门。无极门，一个频临灭亡的炼气小门派，开始发生翻天覆地的变化。只要门派升级，便会有功能强大的门派建筑，无极门从此走向门派称霸之路。
76,仙子别闹了,南风抚月,//book.qidian.com/info/1031568253,轻小说,原生幻想,连载,“拥有一个仙子做老婆是什么体验？”江桥在知乎上看到这个问题，边哭边回答。“不能抽烟，不能喝酒，重盐重油的美食离自己远去，动不动就被雷劈，家里的高压锅变成了炼丹炉，晚上睡觉都变成了打坐……”身后轻微的脚步声逐渐逼近，江桥面不改色地把打好的回答删掉。“仙子老婆的好处你根本想象不到！单单那张美得无可挑剔的脸都能让你把持不住。就是她老想着炼出仙丹返回仙界，平时电我也就算了，唯独这件事我不能答应她。”白月灵俯身看着面前的屏幕，忽然在他脸颊上亲了一下，认真说道：“你是我的劫，本座不回去了。”……（日常文，单女主，高糖无刀，狗粮吃饱）
77,直播之荒野大冒险,甲壳蚁,//book.qidian.com/info/1028127893,科幻,时空穿梭,连载,【直播只是载体，这是一场冒险！】【不要让你对直播的刻板印象影响了对他的好奇！】【荒野求生只是他的一部分，并非全部！】【在原始森林独自求生与黑熊角力，在暴风雪中同旅人与狼群竞速。在沙漠里寻到地下暗河与未知生物，在北极圈驾驶滑翔机飞越漫长的海岸线帮助雁鸟迁徙，这是传奇？这就是传奇！】沼泽地里，蚊虫飞舞，一条长达五米的湾鳄被牢牢捆缚住吻部，竖瞳狭长，凶光毕露。一位满身泥浆的年轻人正骑跨在它身上，面对屏幕上观众们的吹捧，他擦了擦汗。“我是毕方，一名职业探险家，攀登过世界屋脊，穿越过死亡沙漠，更单挑过神秘亚马逊，世界地理杂志也将我评为世界第一生存大师，食物链顶端的荒野之王，但相信我，那都是谬赞……”苍红色的云涛下，毕方收紧手上的绳子，看着身下的湾鳄终于不再挣扎，掏出猎刀，从后颈处一击毙命。“今天是求生第二天，我原本以为会继续挨饿，但现在看来晚餐已经有了着落。”
78,江湖尘事,江南剑,//book.qidian.com/info/1012299772,武侠,传统武侠,完本,诡秘的江湖，荒诞离奇的传说，刻画着武林中不为人知的一面。绝世剑客，名门闺秀，武林大豪，空门隐士，独行大盗，江湖浪子，形形色色的人物，在庙堂，在闹市，在深山，在沙漠，在怒海，上演了无数惊心动魄而又扣人心弦的精彩故事。
79,玄尘道途,一介残骸,//book.qidian.com/info/1009854468,仙侠,古典仙侠,连载,芸芸众生，万千修士，皆为天地间一粒悬尘，风扬而起，风息而落，不问迷途，不知归处。书友群：638064822
80,我家娘子，不对劲,一蝉知夏,//book.qidian.com/info/1032982789,轻小说,原生幻想,连载,一觉醒来。洛青舟成了大炎帝国成国府洛家的一个小小庶子。为帮洛家二公子悔婚，洛青舟被迫入赘，娶了一个据说不会说话不会笑的傻子新娘。直到拜完天地，洞房花烛夜后，他才突然发现：“我家娘子，不对劲！”岂止娘子不对劲，就连娘子身边的两个小侍女和秦府其他人，都不对劲！大侍女甜美娇俏爱撩人，声如百灵鸟；小侍女冷若冰雪杀气重，出剑即封喉。小姨子才华横溢，是个如林黛玉般柔弱娇美的人儿。小表姐高傲蛮横，鞭鞭致命。岳父大人满脸正经，暗地里出口成脏。岳母大人貌美如花，眼生头顶爱翻白眼。二哥一心练武，说要光宗耀祖。而洛青舟，他只想老老实实做个小赘婿，然后偷偷摸摸，天下无敌……
81,问剑,黑灯夏火,//book.qidian.com/info/1030858040,仙侠,幻想修仙,连载,虞国载乾三年，洢州城下了一场雨。李昂浑浑噩噩醒来，梦见自己的脑袋里，藏着一把剑。
82,机甲与刀,迹奇,//book.qidian.com/info/1032765738,科幻,古武机甲,连载,以暮年壮心铸造机甲无双，以星河为刀劈碎帝国锋芒。他叫骥星河，65岁时，为了给他儿子报仇去了异星战场。老骥伏枥，志在千里，老骥披甲，战至星河，老骥拖刀，不为荣耀。
83,种田习武平天下,白雨涵,//book.qidian.com/info/1033315555,都市,都市生活,连载,世道艰险，池桥松家中唯有三亩薄田，却让他种出个灿烂人世间。……二〇二二新故事，白雨涵呕心沥血构思，敬请观看。
84,从崂山弃徒开始,非仙既道,//book.qidian.com/info/1033436201,仙侠,古典仙侠,连载,当沈墨从白骨累累的地牢里走出后，才发现时代变了，世界并不是他从前认知里“飞檐走壁、快意恩仇”的江湖。禁忌之地镇压着万古不灭的古神，人世间本是炼狱，有神通之辈驾驭鬼神，试图走出新的道路，也有妖魔冲破封禁，化身仙佛，愚昧世人……沈墨将从尸山血海里走出，最终崛起，成就永恒不灭的——神魔！
85,道祖是克苏鲁,板斧战士,//book.qidian.com/info/1028489518,仙侠,幻想修仙,连载,“道可道，非常道；名可名，非常名。无名，天地之始，有名，万物之母。嗯，说不定还有个‘名’，叫孕育万子千孙的森之黑山羊，呵呵……”“我悟道了！我悟道了！嚯嚯嚯哈哈哈哈嘎——嘎——嘎——！！！”看着裂开头颅，撕裂肋骨，化出肉翅，飞上天空的道友，李凡心有余悸得停止了今日的讲道。“唉，道德经不能瞎讲了，又给整疯了一个……”
86,三国雄儿传,日新说313,//book.qidian.com/info/1022286612,历史,秦汉三国,连载,三国后期，汉末的群英先后陨落，龙蛇纷争的天下趋于统一，拔剑四顾的壮士，欲挽天倾的将军，因父之名的骄子，凌驾内外的权臣，生存与毁灭，社稷与苍生，每个人都要在时代面前做出选择。（欢迎进群交流，一起匡扶汉室）
87,神印之你的全职骑士,爱吃糯苞谷,//book.qidian.com/info/1033960112,轻小说,衍生同人,连载,圣魔大陆，七十二魔神！皓晨团就是太子团。主角呢，带着五个渣仔，无奈，刺客技能学一些，召唤术学一些……原本说技多不压身。没想到，却惊艳了队友……
88,飞升被遣返，我成全球至强,下乔,//book.qidian.com/info/1034154789,仙侠,现代修真,连载,穿越修仙世界，苦修万年，林辰眼看就要渡劫飞升，怎料被遣返回乡！此时，全球正处于死气复苏时期。坟地、葬场、太平间、绝户村……死气弥漫之处，怪物源源不绝。眼见蔚蓝即将被蚕食殆尽，林辰暗中出手。自创功法，独家丹药，储物戒指，灭魔法宝，护城大阵……一件又一件不可思议的事物横空出世。
89,这里是封神，励精图治有什么用,尽付东流,//book.qidian.com/info/1033893910,仙侠,古典仙侠,连载,穿越商朝，成为亡国之君帝辛。子受表示毫无压力。他随手丢几个发明，做做革新，就成了千古明君。大商在他的治理下，农业发达、文化进步、国力昌盛，铁蹄更是踏平了九州。百官敬畏他、子民爱戴他，人人高呼大王万岁。直到半年前，子受看到闻太师天眼大开，诛灭妖邪；黄飞虎坐下五色神牛，腾空而起。顿时，心态崩了！“TMD，这里是封神，励精图治有什么用！”
90,疯了吧！你真是御兽师？,玛瑙蜜瓜,//book.qidian.com/info/1033719885,玄幻,异世大陆,连载,这是一个山川，河流，草木，动物，机械，死灵，元素……都能成为战兽的世界。这是一个以御兽师为主流的世界。九天之上扶摇的星辰龙雀。雷云中挥舞长鞭的电光精灵。海洋深处盘踞山海的瀚海巨鲸。不灭烛火里跳跃的焰影鬼灵。方木翻动着手中的星空之书，在这片广袤的御兽世界中缔造了一个又一个的神话。走上了一条独属于自己的缔造师之路。
91,我能提取副作用,骑猪去挖坑,//book.qidian.com/info/1031709880,科幻,超级科技,连载,书友群：720081767卫康继承了一家即将破产的医药公司。公司耗费巨资研发新药却失败了，同行打压银行催贷，父母双双车祸身亡，自己又突然患上癌症。幸运的是，他觉醒了一个医药黑科技系统，可以提取药物中某种副作用来制作新药。而公司刚研发失败的新药中就含有一种0.01%有效抑制癌细胞的副作用。于是他拿着报废的药方开始提取副作用。降压药根本不降压，却有缓解疼痛的副作用，提取副作用，成为效果最好的止疼药。退烧药完全没效果，体温不但没降新陈代谢反而加速了，提取副作用，成为人见人爱的减肥药。眼药水过于刺激，还导致毛囊增生毛发浓密，提取副作用，成为最受欢迎的生发水。抗血栓药研发失败，副作用居然是提升人体免疫力？提取，提取，提取！！！卫康不但彻底治好了自己的绝症，也成为人类史上最伟大的医药之神。
92,基因大时代,猪三不,//book.qidian.com/info/1023212048,科幻,进化变异,连载,顺风耳、千里眼，均在科学下实现，那么七十二变呢？有人说，科学的尽头是神话。那么基因进化的尽头，是什么？答案，尽在本书中。“老唐，你开启的速度类基因基点，是哪个方向的？”这个问题让唐厅一脸的惆怅。“是......手速......””许退一脸懵。手速.......老师不是说哪方面用的越多，越容易开启基因基点吗？“老唐你到底干啥了？”“照这么说，我这是吃了十八年饭，才开启的胃部基因基点吗？”既将走上饭桶之路的程默仰天长叹。许退摸着自个的脑袋，“难道我这是用了十八年脑？”.......新苗刚出，需要兄弟姐妹们的呵护，360度卖萌打滚求收藏推荐呐。兄弟姐妹们也可以看猪三的老书《造化之王》《掌御星辰》都是精品好书，老肥了。
93,烛龙以左,行礼,//book.qidian.com/info/1033459773,玄幻,东方玄幻,连载,“当咱们翻过眼前这座山，到了另一座山头，会看见一座朱红寺庙里有水缸粗的赤色大蛇，它老人家盘在那里，就看哪家调皮小子到处乱跑好把他吃掉……”人迹罕至的深山，却有人轻声念叨着故事。念到最后，自己笑了起来。“那小子这么传不怕我找上门来么？”伴随着声音落下，寂静无声的山野突然响起金铁摩擦的扣鸣，赤色的庞然大物隐没于幽潭，在岸边留下一则陈旧的故事书。故事书摊开的纸页已经微微泛黄，上面有一行字这样写到——“南山有庙宇，眠赤仙。目如金火，体若红钢。伴风雨吹息，照苍生明晦。名南烛。”
94,我在坟场画皮十五年,沉默的糕点,//book.qidian.com/info/1029038009,玄幻,东方玄幻,连载,赢缺被剥皮处死，在坟墓中死而复生，唯独没有人皮。他在坟场画皮十五年，抽五千人记忆，吸五千人异能。最后挑选一张最俊美人皮披在身上，离开坟场，返回世间。
95,特种岁月之弹道无声,严七官,//book.qidian.com/info/1034120274,军事,军旅生涯,连载,优秀的军人就是一颗凶猛的子弹，出膛后直扑目标，划过天空只留下无声的弹道！这不是一个军人的故事，这是一群军人的故事。（《特种岁月》姐妹篇）
96,你们这是什么魔法少女啊？！,镜海沧梦,//book.qidian.com/info/1031814970,轻小说,衍生同人,连载,【魔法是能让人满足心愿的奇迹，『魔法使』就是向梦想与浪漫迈步的人】和生死与共的挚友一起锤爆邪魔脑袋的快乐时光一去不复返，朝日奈未来回忆起一年前她才刚拐了个落难美少女当朋友兼老师，从侦探变成一个走欲望之道的魔法使，不禁唏嘘不已。“奇迹和魔法虽然不是免费的，但在这边起码也是批发价。”“所以，一起成为超越宇宙、突破天元的，最伟大的魔法使吧！”哪怕是即将迎来万物终结、混沌再诞的世界，也将在我们的手中被改变。————无论是虚念爱憎，还是破灭混沌，皆以力破之，以拳改之。魔法少女？女子の假面骑士√“你有和恶魔同行的勇气吗？”“那么，我来成为最后的希望！”一体同心的魔法使！拯救世界的日常故事堂堂连载！————PS：女主文。骑士、光美、舰娘，游戏王、奥特曼、超级系等等的要素聚合作，敬请见证，快点端上来吧！
97,恋上青梅这件事,转角吻猪,//book.qidian.com/info/1033340149,都市,都市生活,连载,同桌是个女生，长得还不错，但实在是太烦人了！天天踩我脚，还藏我水杯，动手掐我，跟我妈告状我上课睡觉，关键是她还跟牛皮糖似的甩都甩不掉，大学还跟我同班？？伟大的知友们，帮忙给我出出主意，有什么办法可以治一治她！……「要不，你试着跟她告个白？」——关键词：青梅、恋爱、日常、写作、萌宠
98,我只想安静的做个苟道中人,爆炸小拿铁,//book.qidian.com/info/1026694115,仙侠,幻想修仙,连载,“叮咚！”“欢迎使用全智能修真系统！”“您选择修炼【锻骨决】，系统开始为您修炼，系统检测缺少修炼丹药淬骨丹，请稍等……”“系统成功为你偷取了十颗淬骨丹，修炼继续……”“重要提示，系统修炼期间，您将失去身体的控制权……”得到智能修仙系统后，裴凌不声不响的飞速成长，准备一直苟到成仙，直到某一天……“叮咚！”“您选择修炼【无名功法】，系统检测缺少道侣，系统正在为您寻找道侣……”于是，裴凌眼睁睁的看着自己跑向隔壁仙子的修炼室……
99,还好分身可以投放万界,团又圆,//book.qidian.com/info/1033058149,轻小说,原生幻想,连载,星耀帝国的进化之路没有极限，光辉议会的十二位主神议员照耀一方，文明联盟在夹缝中求存……穿越而来李宇只能依靠捡垃圾而生，三天后就是清理垃圾的时间，如果没钱连带着人一起清理！淦！我都捡垃圾了，哪来的钱！不过还好....我的分身可以投放万界！某漫世界:【获得特殊物品:独眼龙的BB机，将目标录入后，可以强制召唤】某DC世界:【获得特殊物品:谜语人的挑战，目标如果解不开宿主提出的迷题，就无法脱逃。】
100,满级悟性：思过崖面壁八十年,女孩穿短裙,//book.qidian.com/info/1033368721,玄幻,东方玄幻,连载,“李青山，身为羽化门大弟子，大燕王朝的皇子，竟然被迷惑，放走了魔门天妃，你可知罪？”“我愿放弃大弟子身份，囚于思过崖，擦拭碑林。”“准，但须废掉修为，打碎根骨，一辈子不得外出！”从此李青山隐居思过崖，擦拭碑林，竟然激活了满级悟性。【你认真观看，激发满级悟性，顿悟大河剑气】【你认真观看，激发满级悟性，领悟三重剑击】【你认真观看，激发满级悟性，领悟番天印】几十年后，仙道金榜降临，排列人间高手，李青山直接占据第一位。榜单对他的评价——人间之神！
