,Name,Author,Link,Category,The Specific Category,State,Description
89,柯南里的捡尸人,仙舟,//book.qidian.com/info/1025089307,轻小说,衍生同人,连载,《伪·犯罪策划书的酒厂生涯》、《如何正确蹭到死神光环》——————江夏吸了一口假烟，忧愁地吐出烟圈：“我只想蹭点案子捡捡尸，没想到把自己蹭成了反派眼中的‘犯罪策划师’。”“什么？主角为什么不抓我？”“……可能是因为在他们眼里，我是当代的高中生版福尔摩斯。”——————对主角的采访：Q1：请问您成为黑衣组织【王牌鲨手】的秘诀是？江夏：“带上柯南去目标家里转一圈。”.Q2：为何您身边，总有“死而复生”的死者出没？江夏举起了小喇叭：“高价回收报废人才，五险一金，包吃包住。”——————对柯学世界侦探们的采访：Q1：如何看待江夏。侦探们：“除了破案太快，没有其他缺点。”.Q2：同为高中生侦探，为什么不联合江夏一起对抗黑衣组织？侦探们（匆忙摆手）：“不不不，不能告诉他，这些世界的暗面对他来说实在太沉重了。”———————【起点中文网，名侦探柯南同人】有部分金田一案件
90,一世之尊,爱潜水的乌贼,//book.qidian.com/info/3249362,玄幻,东方玄幻,完本,我这一生，不问前尘，不求来世，只轰轰烈烈，快意恩仇，败尽各族英杰，傲笑六道神魔！万年之后，大劫再启，如来金身，元始道体，孰强孰弱，如来神掌，截天七式，谁领风骚？轮回之中，孟奇自少林寺开始了自己“纵横一生，谁能相抗”的历程。
91,我不可能是剑神,裴不了,//book.qidian.com/info/1022332383,仙侠,古典仙侠,完本,【无敌流】【十里坡剑神】【无厘头】……李楚穿越到十里坡，成为了一名小道士。在这个神鬼横行、妖魔肆虐的世界，弱小无助的他本想在十里坡苟活一世。直到有一天，不得已踏入江湖，他才发现……原来世上没有什么是一剑解决不了的。如果有。那就两剑。
92,晚唐浮生,孤独麦客,//book.qidian.com/info/1028365093,历史,两晋隋唐,连载,公元878年，唐僖宗乾符五年。这一年，王仙芝战死黄梅，部众推黄巢为主，号冲天大将军，转战南方。这一年，李克用杀大同军使段文楚，父子二人发动叛乱，沙陀兵马抄掠河东。这一年，江南盗贼蜂起，连陷州郡。这一年，河南连岁旱蝗，军士作乱。这一年，僖宗斗鸡击球，不理朝政。这一年，大唐风雨飘摇。这一年，后世穿越而来的邵树德有自己的理想。他想登高望远，看到的是万家灯火；他想游览山河，看到的是田园牧歌。他想孩童长得健壮，他想妇人免遭凌辱，他想老人能得善终。他想结束这个乱世。
93,第一玩家,封遥睡不够,//book.qidian.com/info/1024813370,游戏,游戏异界,连载,【如果全人类都把希望寄托给一个人，这条路就会好走吗？】…“当你看到这行字时，赎回星球的生死游戏已经开始”“所有玩家共同穿梭一个个异世界，换得赎回故土的生机”“我是苏明安，拥有仅我得知的死亡回档能力”“被淘汰的玩家成为了观众，在亿万热度的直播间中，他们说我是——最强的【第一玩家】，黑暗时代的传火者”“也有人说，我是只知道通关的疯子，不称职的领头羊”“…但没有关系”“为众抱薪者，不可冻毙于风雪。为自由开道者，不可困厄于荆棘”“我保守着，侵略者也不知的秘密——每当未来处于绝望，我是唯一能回到过去，改变悲剧的人”“无法见光的时代，以谎言欺骗世界，在无数条失败的世界线摸黑前行”“我会将我铸就的最好的那一个【光辉未来】，带给所有注视我的人”…“…哪怕是踩着我的无数尸骸与骨灰。”…原创副本，大量长线伏笔和反转揭露，多短结局，电车难题、时间跳跃等副本进度:菌菇末世→高三校园→狼人杀村→白沙病院→血族盛宴…【时间长河的唯一守望者，背负人类命运而行】【愿你在大众的狂热和信仰中，行进至这场荒谬游戏的终末】【——遥望远方故土，背负文明热望。】
94,柯南之我被卧底包围了,已灭无常,//book.qidian.com/info/1028041048,轻小说,衍生同人,连载,【轻松无女主，半无敌】【主角真酒，后期卧底们也会变为真酒，结局黑方胜利！】公安卧底：我们在二对二，不能大意。FBI卧底：我在一对三，必须提高警惕。真酒：我的队友很靠谱，完全不需要我担心，给hr琴酒同志五星好评。
95,霍格沃茨之灰巫师,睡个饱觉,//book.qidian.com/info/1033521212,奇幻,现代魔法,连载,《哈利波特》是一本童话故事？摆在安东面前的，是随意释放恶咒的黑巫师，是尔虞我诈、是恶臭生虫、是犹如泥潭一般的巫师世界边缘。在这魔法部管辖不到的地方，就连斯内普杀人如麻的赫赫威名都响彻四方。怎么活下去？这是他唯一需要思考的。也许霍格沃茨的录取通知书的到来将会是刺透阴霾云层的阳光。但在此之前，他必须靠自己。唯有自己！“钻心剜骨！”魔咒的光芒照亮了安东的脸，他笑得是那么畅快，“好耶，我又活下来了。”
96,北阴大圣,蒙面怪客,//book.qidian.com/info/1033156747,科幻,末世危机,连载,末日来临，万界沉沦！一场出游的意外，让周甲提前来到这个陷落在九幽的世界，挣扎求生。
97,碧落天刀,风凌天下,//book.qidian.com/info/1031805005,玄幻,异世大陆,连载,一刀斩破生死路，寒刃屠尽负心人！……我不要做刀，我要做执刀人。我不要做棋子，我要成为弈棋者。一个平凡人。却偏要在这世界上活出自己。未知前路渺茫，不知前途何在；只是一步步走去，不知不觉，已是一路风云，别有天地。荆棘路，红尘遥；巧腾挪，步凌霄；平沧海，翻江湖；清碧落，掌天刀。
98,苟在女魔头身边偷偷修炼,怕辣的红椒,//book.qidian.com/info/1033280302,仙侠,幻想修仙,连载,江浩穿越普通人家，被迫卖入魔门，成为魔门弟子。本想安心修炼一点点变强，好在修真界生存下去，可却被一位女魔头“百般羞辱”。实力相差悬殊，他只能忍辱偷生，希望不要再遇到对方。没有靠山的他得到了魔门掌教的青睐，得以安心修炼，当他成为首席弟子面见掌教时，却愣在原地。望着对方绝美的脸庞，他有些笑不出来，这不是当初那个女魔头吗？
99,LOL：这个男人太强了！,一片苏叶,//book.qidian.com/info/1031260171,游戏,电子竞技,连载,李昊，有人叫他日天哥，还有人喊他蔑视哥。他是一坛S2陈酿，是旧时代的残党，号称‘老将’，在联盟中一直蹉跎。突然，他有挂了！……多年后，‘暮年’的大魔王正在下山，他仰头一看，和自己同一时代的LPL老神竟然还在巅峰！棒子粉丝：“不要慌，明年是最好的机会，他又老了一岁，一定不行了。”老60e：“那不是废砖，是我们的王朝基石啊！呜呜呜.....”方块龙：“这个人怪得很！”嫖老师：“当初我站在黄浦江边，这个人站在那里望着江水，当时我就觉得他不凡。”妹子粉丝：“我们最心疼哥哥~”法王：“面对这个人，就算我有芙蓉王也打不过。”……整肃联盟画风，LPL新神话。传说，就从那被踢翻的饮水机开始！……
100,开局顶流的我怎么会糊,别人家的小猫咪,//book.qidian.com/info/1032795920,都市,娱乐明星,连载,楚枳穿越平行世界成为国内顶流，在微博更新条废话动态都有十几万评论。因耍大牌、新歌抄袭、隐婚且出轨一系列恶意陷害，糊成浆糊的小鲜肉。天崩开局，幸得［个性系统］做出多数明星不敢做的事，就能获得积分抽盲盒。“将大局逆转吧。”楚·演帝兽·虐粉大使·枳说。
