,Name,Author,Link,Category,The Specific Category,State,Yuepiao,Description
11,轮回乐园,那一只蚊子,//book.qidian.com/info/1009817672,轻小说,衍生同人,连载,25385,苏晓签订轮回契约，进入各个世界执行任务。他曾目睹一个世界崩灭为尘粒，也曾与被遗忘的王者持刃而战。暗鸦在低语，黑渊下巨兽咆哮。欢迎来到，轮回乐园……
12,平平无奇大师兄,黑夜弥天,//book.qidian.com/info/1017176480,轻小说,原生幻想,完本,24673,陆长生很难受。穿越仙侠世界，拥有一张主角脸。气质超凡，迷倒众生。突破境界，就能引来天地异象。念一首诗，便惊动天下文人。随便扯两句道德经、庄子、黄庭经，更是引来天花乱坠，万丈霞光，神兽献瑞。出去随便历练一下，坐骑不请自来，法宝十步一个。然而就在这种设定之下。陆长生无论如何都不敢相信，自己在修行上平平无奇。-----本书又名《明明就是主角设定，却是个修行废渣》、《为什么我长得这么帅，修炼这么渣，你们这么丑，修练那么好》、《这种帅气的人生，我一天都不想过了》---新书《不会真有人觉得修仙难吧》已发！
13,超神机械师,齐佩甲,//book.qidian.com/info/1009480992,游戏,游戏异界,完本,23507,韩萧，《星海》骨灰级代练，被来自东（zuo）方(zhe)的神秘力量扔进穿越大军，携带玩家面板变成NPC，回到《星海》公测之前，毅然选择难度最高的机械系。战舰列队纵横星海，星辰机甲夭矫如龙，幽能炮毁天灭地，还有无边无际的机械大军，静静待在随身仓库里一人，即是军团！如果不是玩家出现，本书就是正经严肃的穿越异界题材……作为NPC，正常NPC对玩家功能一应俱全……发布任务？好感度调节？传授技能？哎等等，这群玩家我怎么都认识得，现实世界也回到了十年前。二群：157302881三群：884339155V群：547599250（需1w粉丝值由管理审核）
14,小阁老,三戒大师,//book.qidian.com/info/1016855477,历史,两宋元明,完本,23022,站在你面前的是：大明王朝的守护者，万历皇帝的亲密战友，内阁首辅的好儿子，十六、十七世纪全球首富。控制吏部三十年的幕后黑手，宗藩制度的掘墓人，东林党口中的严世藩第二，张居正高呼不可战胜。海瑞的知己，徐渭的东家，利玛窦的剃度人，徐光启等六位状元的授业恩师。大明诗坛遮羞布，七百余种各学科书籍撰写者，两千七百余项专利的发明人，现代大学与科学的奠基者。海外汉人的保护神，新航路的开辟者，大洋秩序的维持者，全球大型工程的承包商。祸乱欧洲的罪魁祸首，德川家康的义父，塞巴斯蒂安的拯救者，一心为民的小阁老。小阁老书友群：56471661
15,我真没想重生啊,柳岸花又明,//book.qidian.com/info/1015648531,都市,都市生活,完本,21568,万万没想到，社会精英、钻石单身汉的陈汉升居然重生了，一觉醒来变成了高三毕业生。十字路口的陈汉升也在犹豫，宝藏女孩沈幼楚和白月光萧容鱼，应该选择谁？都市重生小说的天花板，年轻人绝对不可错失的恋爱宝典！
16,黎明之剑,远瞳,//book.qidian.com/info/1010400217,科幻,时空穿梭,连载,19314,高文穿越了，但穿越的时候稍微出了点问题。在某个异界大陆上空飘了十几万年之后，他觉得自己可能需要一具身体才算是成为一个完整的穿越者，但他并没想到自己好不容易成功之后竟然还需要带着这具身体从棺材里爬出来，并且面对两个吓蒙了的曾曾曾曾……曾孙女。以及一个即将迎来纪元终结的世界。
17,天降我才必有用,石章鱼,//book.qidian.com/info/1012902516,都市,都市生活,完本,16453,不减肥就得死！一部被贬仙人在凡间的奋斗史！群号：832476624
18,精灵掌门人,轻泉流响,//book.qidian.com/info/1015792398,轻小说,衍生同人,完本,16262,新书《不科学御兽》已上传！……为什么考试会有精灵对战，为什么出门会被精灵袭击，谁告诉我地球发生了什么……不要碰我！我不要吃药，我没疯！接受了设定后……方缘立志成为一名优秀的训练家。“真香。”
19,北宋大丈夫,迪巴拉爵士,//book.qidian.com/info/1013480015,历史,两宋元明,完本,16203,新书：《大唐扫把星》已经发布了。……后人都说大宋无丈夫，从而是弱宋。弱宋不能自守，偏安一隅，遂使神州陆沉。这是一个大丈夫横行当世的故事。这是一个给大宋安装脊梁骨的故事。……爵士五百多万字的完本老书《带着仓库到大明》正静静的躺在那里，欢迎新读者去踩踩。新书的qq群：邙山军预备队，号码：624065836这是普通群，全订本书的书友，在群里找管理员验证过全订后，再进全订群。
20,手术直播间,真熊初墨,//book.qidian.com/info/1013414929,都市,都市生活,完本,16037,一个外科的小医生，一不小心得到了系统加持，横扫医学界，妙手回春，活人无数。
21,谍影风云,寻青藤,//book.qidian.com/info/1011489683,军事,谍战特工,完本,15501,一个平凡普通的公务员，机缘巧合回到了1936年，寻找地下组织，追查日本间谍，在波澜壮阔的大时代中为祖国，为民族的解放与复兴贡献着自己的一份力量，开始了他传奇的谍海生涯。谍影风云书友1群833528943，谍影风云书友2群879936725谍影风云舵主940510849
22,绝对一番,海底漫步者,//book.qidian.com/info/1016138848,都市,都市生活,完本,15223,“绝对一番”的意思是“永争一位，绝不服输”！穿越到日本泡沫经济刚刚崩溃，处在大萧条时期的陆之寿，看了看瘪瘪的钱包，下个月房租帐单以及穿越福利，转头就扎进了电视台，开始了他争夺“一番”的生活。而且，他还找到了他的意中人，为此制定计划，勾结同党，展开了锲而不舍的追求，只是结果……声明：本文发生于平行世界，纯属虚构，和现实中的人、物、事并无任何关系。
23,神话版三国,坟土荒草,//book.qidian.com/info/3223937,历史,秦汉三国,连载,14585,陈曦看着将一块数百斤巨石撇出去的士卒，无语望苍天，这真的是东汉末年？吕布单枪匹马凿穿万人部队，这怎么看都不科学。赵子龙真心龙魂附体了，一剑断山，这真的是人？典韦单人护着曹操杀出敌营，顺手宰了对面数千步骑，这战斗力爆表了吧！这是不是哪里有些不对啊，陈曦顺手摸了一把鹅毛扇挥了一下，狂风大作，叹了一口气，“这是神话吧，我自己都不正常了。”ps：其实这是一篇正经的种田文……QQ群：95010223（满了）全订验证群：949176942酱油群：397441818（快满了）二群：418928396（快满了）三群：371034966五群：966666635
24,数风流人物,瑞根,//book.qidian.com/info/1017596768,历史,架空历史,连载,14436,瑞根晚明+红楼半架空历史官场养成文，绝对够味！大周永隆二年。盛世隐忧。四王八公鲜花着锦，文臣武将烈火烹油。内有南北文武党争不休，外有九边海疆虏寇虎视。这是一个最好的时代，也是一个最坏的时代。关键在于你身处其中时，该如何把握。勇猛精进，志愿无倦，且看我如何定风流，挽天倾！历史官场养成文，兄弟们请多支持。瑞根铁杆书友群：581470234
25,我有一座冒险屋,我会修空调,//book.qidian.com/info/1012284323,悬疑,侦探推理,完本,13678,【本作品简体实体书由次元书馆出版】陈歌继承了失踪父母留下的冒险屋，无奈生意萧条，直到整理冒险屋时意外发现的手机改变了这一切。只要完成手机每日布置的不同难度的任务，冒险屋就能得到修缮甚至扩建！于是陈歌开始在各大禁地里探险取材，将其中场景元素纳入到自己的冒险屋中。随着前来参观的游客们各种惊声尖叫，冒险屋一举成名！然而虽然任务带来的好处越来越多，但其中隐患也慢慢显现，甚至父母失踪的线索似乎也藏其中……书友一群819098233；二群724779368；三群946284995
26,沧元图,我吃西红柿,//book.qidian.com/info/1015499829,玄幻,高武世界,完本,13653,番茄的第十本小说。————我叫孟川，今年十五岁，是东宁府“镜湖道院”的当代大师兄。
27,这号有毒,幼儿园一把手,//book.qidian.com/info/1016418552,轻小说,原生幻想,完本,12677,在《天尘》创建小号没多久的路浔，穿越到了这款仙侠类游戏里，成为了一名光荣的NPC。他发现自己穿越早了三年，本打算积蓄实力，默默地等待沙雕玩家们的大规模降临。然后，像个正常NPC一样给他们发布任务，让他们为我所用。没想到的是，在他的成长道路上，一开始就遇到了难题。如今，他首先要面对的是……一个一言难尽“女魔头”！……“这号好像有点毒啊！”路浔。……【Ps：普群封了两个，不创了，现留唯一VIP群，需全订验证，先加验证群936171107，找管理员验证后进v群。】
28,东晋北府一丘八,指云笑天道1,//book.qidian.com/info/1010056141,历史,两晋隋唐,连载,11910,历史的车轮滚过波澜壮阔的三国时代，中原大地迎来了百年未遇的和平，人们都以为盛世即将来临，可谁都没想到，等来的却是一场汉人永远也不愿面对的千年恶梦。永嘉丧乱，中原大地，虎狼横行!华夏的儿女，在血泊中哀号。不甘为奴的汉人举族南下，在江东之地重建东晋，自祖逖起，百年来汉家军队六出江南，九伐中原，可惜功亏一篑，多少志士，徒望两京兴叹，巍巍青山，何处不埋忠骨？所幸天不亡汉族，还有刘寄奴，他会用一腔的热血，吼出这个时代的最强音：汉胡不两立，王业不偏安！欢迎随本书走进那段金戈铁马，气吞万里的年代。书友Q群号818116794(普群)，933794235（V群，需要起点粉丝值验证）
29,从1983开始,睡觉会变白,//book.qidian.com/info/1015289802,都市,都市生活,完本,11895,一个有点怀旧的故事。……………………书友群旧群已满，新群：629116518
30,从火影开始掌控时间,夜南听风,//book.qidian.com/info/1017621987,轻小说,衍生同人,连载,11742,【已穿梭世界】火影——海贼王——一拳超人——死神——妖精的尾巴——鬼灭之刃穿越到火影世界的枫夜灵魂融合了一个能控制时间的时钟，他在无尽的世界中穿行，只为掌控时间！………………风盟2群:580391329VIP群（2000粉丝值）：551636011
31,天启预报,风月,//book.qidian.com/info/1014180485,奇幻,现代魔法,连载,11282,“我想要挨一顿毒打……”——灾厄之剑、旧世界守墓人、调律师、最后的天国捍卫者、二十四个毁灭因素之一、淮海路小佩奇、深渊烈日、最终的地狱之王：槐诗。.某一天，穷困潦倒的槐诗忽然发现自己捡来的金手指终于能用了……只不过，这似乎并不是一件好事。为了赚钱和苟命，他一不小心踏入了这个危险世界。现境之外的边境，日常之后的异常。天文会，绿日、黄金黎明、存世余孽与诸界天敌……究竟是生存还是灭亡？这是个问题。那么，就在这一万零一种拯救世界的方法中，选一个通往HAPPYEND的方向吧。
32,临渊行,宅猪,//book.qidian.com/info/1017125042,玄幻,东方玄幻,完本,10362,苏云怎么也没有想到，自己生活了十几年的天门镇，只有自己是人。他更没有想到天门镇外，方圆百里，是鼎鼎有名的无人区。少年睁开眼睛时，想象中的世界崩塌了，妖魔鬼怪横行的现实呈现在他的面前。临渊行。黑夜中临深渊而行，须得打起精神，如履薄冰！书友群群号，978862507（已满）书友二群，713432268；订阅群，1037358191（有验证）
33,学霸的黑科技系统,晨星LL,//book.qidian.com/info/1011449273,科幻,超级科技,完本,10098,“系统，积分能换钱吗？”“不能。”“淦，那我要你何用？”“我能让你成为学霸。”-从数学猜想到可控核聚变，从一张黑板到无垠的星空。这是一个关于学霸的故事。
34,魔临,纯洁滴小龙,//book.qidian.com/info/1016560323,悬疑,奇妙世界,完本,10048,这个世界一直流传着一个传说：终有一日，魔王会降临于这个世界，魔王的麾下，有七尊恐怖的魔头，他们，将带给这个世界绝望的黑暗。《魔临》舵主群：893、107、381（需要验证）《魔临》樊力群：113、552、0983（无需验证）《魔临》实体书天猫、当当、京东全平台购买，中华商务图书专营店、锦瑟闻香图书专营店正在热售，感谢大家一直以来的支持！
35,圣墟,辰东,//book.qidian.com/info/1004608738,玄幻,东方玄幻,完本,9545,在破败中崛起，在寂灭中复苏。沧海成尘，雷电枯竭，那一缕幽雾又一次临近大地，世间的枷锁被打开了，一个全新的世界就此揭开神秘的一角……
36,诸天尽头,凤嘲凰,//book.qidian.com/info/1010702900,诸天无限,诸天,完本,9070,一觉醒来，罗素脑海中就多出了一个可以穿梭诸天世界的系统。杀手、怪兽、女巫、异形、魔鬼、神明……无限的世界有无限的可能，亦有无限的历险，而踏破无限之人，必将留下属于自己的传说。从平凡到不朽，在诸天的道路上寻觅尽头！……看着永无止尽的道路，罗素摸着系统的狗头，他手里只有抽奖得来的卡片……有点慌！——————新书：在港综成为传说
37,绍宋,榴弹怕水,//book.qidian.com/info/1017281778,历史,架空历史,完本,8585,绍者，一曰继；二曰导。公元1127年，北宋灭亡。旋即，皇九子赵构在万众期待中于商丘登基，继承宋统，改元建炎。然而，三个月内，李纲罢相，陈东被杀，岳飞被驱逐出军，宗泽被遗弃东京，河北抗金布置被全面裁撤……经过这么多努力之后，满朝文武终于统一了思想，定下了拥护赵官家南下淮甸转扬州的辉煌抗金路线。不过刚一启程，在亳州明道宫参拜了道祖之后，这位赵官家便一头栽入了闻名天下的九龙井中，起来后就不认得自己心腹是谁了！朕要抗金！可朕的心腹都在何处？！这是一个来自于九百年后灵魂的真诚呐喊，他在无可奈何继承了大宋的名号后，更要将这个朝廷与天下导向一条新路。故称绍宋。
38,最初进化,卷土,//book.qidian.com/info/1017021237,玄幻,东方玄幻,连载,8370,本书QQ交流群：153340812最意外的诡异宿命，最激烈的脑力碰撞，最残酷的生死战斗，最疯狂的奇异幻想，最离奇的事实真相......最初已至，再战十年！
39,前任无双,跃千愁,//book.qidian.com/info/1015444718,仙侠,神话修真,完本,7854,归根落叶遇风起，扶摇直上九万里，战袍雷动撼青冥。霸王归来……QQ书友群：766900664（舵主群）163628634（普通群）
40,汉阙,七月新番,//book.qidian.com/info/1016356172,历史,秦汉三国,完本,7696,新书《新书》已发，新莽之际，穿越者大战位面之子。蓦然回首千年，汉家宫阙依旧！时值汉昭帝元凤三年，朝中权臣当道，外有匈奴未灭，丝路不绝如缕……卫霍虽没，但汉家儿郎的开拓精神，却永不止息，新的英雄，正呼之欲出！敦煌戈壁，名为悬泉置的驿站里，微末小吏任弘投笔怒喝曰：“大丈夫无它志略，犹当效张骞、傅介子立功异域，以取封侯，安能久事笔砚间乎？”书友群：1021675508.VIP群（弟子以上）：496717165.
41,大道纪,裴屠狗,//book.qidian.com/info/1016861609,诸天无限,诸天,完本,7657,万千宇宙天骄并起，无穷次元霸主同存。武侠世界，有道人铸剑王权，威临天下一甲子，名传后世三千年，无双无对，古今第一，无上大宗师。神鬼世界，百鬼日行，道人驻世不死，一问鬼神，二问苍天，以地伐天，封神天下，万神之宗长。万阳世界，神魔咆哮天地，大妖宰执星河，一世称尊，灿若骄阳，古今亿万载，万阳同天，有道人登临绝巅，人若长河，横压万阳之上。皇天界，蛮荒大界，巫神大界，元阳界，大龙界........战魔尊，斗皇天，平动乱，撼神庭，定蛮荒，试手巫神，对弈天帝......踏过诸天，行罢万界，安奇生蓦然发现，万道万神，已在掌心三寸之间。已有480万字完本精品小说《诸天投影》，人品保证。诸天大道宗普群1031416893。诸天大道宗全订群724433161，欢迎加群。
42,史上第一密探,沉默的糕点,//book.qidian.com/info/1016630896,玄幻,东方玄幻,完本,7653,(已完本）x疯人院爆炸，院长云中鹤穿越，29个天才精神病人进入大脑，使他拥有29个诡异天赋！加入大内密探卧底敌国，三年又三年，再不恢复身份，我就要成为敌国皇帝啦！
43,问道红尘,姬叉,//book.qidian.com/info/1014243481,仙侠,古典仙侠,完本,7619,秦弈曾认为，修仙的人首要淡泊宁静，无欲无求，耐得住性子，经得住诱惑。可最终发现，仙首先有个人字旁。仙路苦寒，你我相拥取暖。——————PS：本书原名《仙子请自重》。PS2：普1群722908813，普2群927524330，普3群379370167，哪个有空加哪个，回答简单问题即可。V群请进普群后找管理验证，致谢。
44,一剑斩破九重天,流浪的蛤蟆,//book.qidian.com/info/1015445167,仙侠,古典仙侠,完本,7495,鲸饮未吞海，剑气已横秋。英雄老犹壮，月下小剑仙。这是一本“正经”的仙侠小说。读者QQ群：703480517
45,明日之劫,熊狼狗,//book.qidian.com/info/1014130981,玄幻,东方玄幻,完本,7456,流星划破长空，同样划破了世界的平静。超凡的力量降临人间，是谁在黑暗中窥伺，又是谁在我耳边低语。当咆哮粉碎苍穹，当力量踏平深渊，当所有的生死都被主宰……他们称呼我为——神。书友群：927134755VIP书友群：948235123
46,诸界末日在线,烟火成城,//book.qidian.com/info/1010426071,诸天无限,诸天,连载,7088,诸界末日降临，魔王的秩序收割着众生性命，在这绝望的黑暗之中，有一人挣脱时空，回到世界崩毁之前，决心改变曾经的命运。但随着时间的推移，他渐渐发现末日并不是那么简单……PS：新书《炼狱艺术家》已发布，欢迎试读！
47,怪物被杀就会死,阴天神隐,//book.qidian.com/info/1016073648,轻小说,原生幻想,完本,7059,新书《高天之上》已发布，大家可以去看看。=========——异于常人者，即为怪物——天生就是超能者，所到之处百鬼退避，捏碎骨头就和捏碎奶油饼干一样没有区别。太过特殊，其实不是什么好事，为了在这看似平凡的世界中寻找同类，苏昼十年来一路奔波寻觅，却都一无所获……直到灵气复苏突然的到来，为他拉开了一个广袤浩瀚的时代大幕。期待改变，期待超凡，苏昼并不希望看着这个世界燃烧，但他渴望世界变得热闹起来。千里独行，诸界漫步。路见不平，拔刀相助。即便在这充斥着怪物，邪魔与无数妖魔鬼怪的世界中，在这濒临破碎，处于毁灭前夕的多元宇宙内，也无需退缩恐惧，无需迷茫困惑，仍要怀着一颗渴求正义，追求正确的心。毕竟，正如同那人尽皆知的废话，‘人被杀，就会死’一样。怪物被杀，也会死。普群：429408755，无要求PS：已有460w字完本精品小说《燃钢之魂》，可收藏。
48,盖世双谐,三天两觉,//book.qidian.com/info/1017371184,武侠,武侠幻想,连载,6752,江湖路上走走停停翻开年少漂泊的回忆如今走过这世间，万般留恋峰吹起了从前
49,大医凌然,志鸟村,//book.qidian.com/info/1011486666,都市,都市生活,完本,6680,医学院学生凌然有一个小目标，要成为世界上最伟大的医生，结果不小心实现了。
50,万千之心,滚开,//book.qidian.com/info/1017385979,玄幻,异世大陆,完本,6583,讲述一个普通人，意外得到一个能随机获得各种身份背景的系统的故事。每周获得一个随机合成的身份。杀手，催眠师，法师，武道家，古代种族，神秘组织成员，庞大跨国集团幕后董事等等……随机的身份，奇妙的旅程。新书：我的属性修行人生，大家喜欢的可以移步看看～
51,我的徒弟都是大反派,谋生任转蓬,//book.qidian.com/info/1016660823,玄幻,东方玄幻,完本,6547,陆州一觉醒来成了世间最强大最老的魔头祖师爷，还有九个恶贯满盈，威震天下的徒弟。大徒弟幽冥教教主手下万千魔众，二徒弟剑魔一言不合就开杀戒……没了一身修为，如何调教这帮恶徒？大徒弟于正海：“我这一生所向披靡，除了师父他老人家，谁也别想骑我头上。”七徒弟司无涯：“师父不死，我等寝食难安啊！”……九徒弟鸢儿：“我一定会谨记师父的话，做个好人。”一群586414482，二群444133211，V群1059766128（需粉丝值大于2000）欢迎来聊天打屁。简介无力。请看内容吧。
52,凡人修仙之仙界篇,忘语,//book.qidian.com/info/1010734492,仙侠,神话修真,完本,6507,凡人修仙，风云再起时空穿梭，轮回逆转金仙太乙，大罗道祖三千大道，法则至尊《凡人修仙传》仙界篇，一个韩立叱咤仙界的故事，一个凡人小子修仙的不灭传说。特说明下，没有看过前传的书友，并不影响本书的阅读体验，但感兴趣的书友，也可以先去看看《凡人修仙传》，再来看本书哦。诸位道友，新书《大梦主》已经上传了哦。
53,我不想当老大,超级麦克风,//book.qidian.com/info/1015227060,体育,篮球运动,完本,6350,我不想当老大，我也想要低调但没办法，实力他不允许啊！……一个在2009年开始的篮球故事……
54,从我是特种兵开始打卡,纳兰凌云,//book.qidian.com/info/1016350069,军事,军旅生涯,完本,6322,穿越到《我是特种兵》的世界，得到辅助引擎的支持，他逐步成为所有士兵的王，特种兵，通信兵，飞行员等等，在每一个兵种的领域他都做到了极致，成为当之无愧所有士兵的王！新书《从火凤凰开始打卡》已上传。
55,转生眼中的火影世界,空想之龙,//book.qidian.com/info/1013184675,轻小说,衍生同人,完本,6089,战战兢兢的日向镜，终于得到了梦寐以求的宝物...在宝蓝色的转生眼中，火影的世界究竟是什么样的呢？
56,饲养全人类,三百斤的微笑,//book.qidian.com/info/1015276074,都市,都市生活,完本,5783,部落农耕时代，世界是庞大未知的。随着不断的探索，古人惊骇的发现，这个世界，天圆地方，有各种神迹降临，甚至有身高万丈的超大型巨人，智慧巨兽的身影神秘出现，踩踏山川、破碎大地。数百年后，在这样险恶的环境下，人们与巨兽搏斗，终于建立徇烂的苏美尔文明。这一日，智慧巨人忽然彻底降临，踩踏整片山村河流，亡国灭种。天地崩坏，城池倒塌，神祗降临，降罪众生？“不好意思，你们只是生活在我家大院果园的蚂蚁，地面到处都是，不小心路过的时候，把你们踩死了而已。”自家院子里的沙盘种田流，放牧沙盘里的人族与各个世界。书友群：329670003
57,我能提取熟练度,云东流,//book.qidian.com/info/1016049749,游戏,虚拟网游,完本,5706,特殊技能《殓尸法》，可以通过收敛BOSS的尸体获得死者生前的武功熟练度！收敛泰山派长老的尸体，获得《剑术心得》，增加5000点剑法熟练度！收敛江洋大盗的尸体，获得《轻功心得》，增加1500点内功熟练度！收敛青城掌门的尸体，获得《内功心得》，获得《暗器心得》…………从此以后，夜未明开启了他那杀、埋、超度一条龙的别样游戏之旅。独孤求败：“我独孤求败愿称你为——剑人！”
58,生活系游戏,吨吨吨吨吨,//book.qidian.com/info/1012710206,都市,都市生活,完本,5591,【一份卖相不好的宫保鸡丁】从江枫无意中发现自己居然可以看到自家老爹炒出来的菜的备注开始，他的人生就已经发生了翻天覆地的变化……1.本游戏自由度极高，请玩家自行探索.2.本游戏不会干预玩家的任何选择，请玩家努力解锁成就.3.一切解释归游戏所有.普群一群：781556033V群：720368320（全订即可）
59,明尊,辰一十一,//book.qidian.com/info/1017325449,诸天无限,诸天,连载,5584,大哉乾元，万物资始，乃以统天。无上明尊，时乘六龙，所其无逸。———————————————————这是一个土著主角的穿越者老爷爷苏醒，金手指成精了的故事。…………………………我钱晨一路走来，从来只靠自己！太上爸爸救我！
60,我真没想出名啊,巫马行,//book.qidian.com/info/1014190598,都市,娱乐明星,完本,5571,（新书，我凭什么不能做游戏，已发！）那一年，穷疯了的陆远拿着五个小时写好的剧本，成功地向某白富美忽悠了一百万投资……起初的他只想花八十万随便拍拍应付下，然后在电影上映前夕卷走剩下的二十万回老家从此老老实实地娶老婆做点小本买卖，同时打死他也不来横店了……但是……票房爆炸了……官方书友群：980804755
61,伏天氏,净无痕,//book.qidian.com/info/1011058239,玄幻,东方玄幻,完本,5555,东方神州，有人皇立道统，有圣贤宗门传道，有诸侯雄踞一方王国，诸强林立，神州动乱千万载，值此之时，一代天骄叶青帝及东凰大帝横空出世，东方神州一统！然，叶青帝忽然暴毙，世间雕像尽皆被毁，于世间除名，沦为禁忌；从此神州唯东凰大帝独尊！十五年后，东海青州城，一名为叶伏天的少年，开启了他的传奇之路…
