,Name,Author,Link,Category,The Specific Category,State,Yuepiao,Description
1,前任无双,跃千愁,//book.qidian.com/info/1015444718,仙侠,神话修真,完本,157133,归根落叶遇风起，扶摇直上九万里，战袍雷动撼青冥。霸王归来……QQ书友群：766900664（舵主群）163628634（普通群）
2,诡秘之主,爱潜水的乌贼,//book.qidian.com/info/1010868264,玄幻,异世大陆,完本,139369,蒸汽与机械的浪潮中，谁能触及非凡？历史和黑暗的迷雾里，又是谁在耳语？我从诡秘中醒来，睁眼看见这个世界：枪械，大炮，巨舰，飞空艇，差分机；魔药，占卜，诅咒，倒吊人，封印物……光明依旧照耀，神秘从未远离，这是一段“愚者”的传说。
3,暗月纪元,仐三,//book.qidian.com/info/1013926412,科幻,未来世界,连载,54424,辉煌前文明一夜颠覆，诡异的紫月升起时，新的紫月时代开启。该死，这是什么生态圈？进化如此紊乱，兔子都能咬人，植物也不好惹，要怎么混？进化为紫月战士？这和紫月能扯上什么关系？这是什么地图？安全区？悬空之域？黑暗之港？风暴航行？正京城？“恐怖摇篮曲”名单？地下种族复活，地下城兴盛？遍布世界的混乱黑市？血腥之路？最重要的是，做梦也会陷入厮杀，进入梦之域？好吧，这该死的时代。书友群1群：627900916（已满），书友群2群：1028558002，vip群：725382746
4,我师兄实在太稳健了,言归正传,//book.qidian.com/info/1016572786,仙侠,神话修真,完本,52979,重生在封神大战之前的上古时代，李长寿成了一个小小的炼气士，没有什么气运加身，也不是什么注定的大劫之子，他只有一个想要长生不老的修仙梦。为了能在残酷的洪荒安身立命，他努力不沾因果，杀人必扬其灰，凡事谋而后动，从不轻易步入危险之中。藏底牌，修遁术，炼丹毒，掌神通，不动稳如老狗，一动石破天惊，动后悄声走人。本来李长寿规划中，自己会一直躲在山中平安无事的修行成仙，直到有一年，他的老师父静极思动，又给他……收了个师妹回来……【PS：暂时不开新群，五群（1098711961）壹群（474095492）贰群（836797636）叁群（398929196）肆群（1071059242）贯彻到底，轻松修仙！】
5,九星毒奶,育,//book.qidian.com/info/1013432302,科幻,进化变异,完本,49984,九星毒奶实体书《星临》已经开售，淘宝、天猫、京东均有销售，搜索《星临》即可，谢谢大家的支持。另：新书《九星之主》已肥，可以宰了！...本书简介：这是一个充满了星力的平行世界。星图、星技、星宠、星武者大行其道。魂穿而来的江晓，体内蕴含着一张奇特的内视星图，成为了一名稀有的医疗系觉醒者。他本想成为一名快乐的辅助，却被众人冠上了毒奶之名。这一切的故事，要从那一巴掌开始说起......**轻松搞笑，欢迎入坑。**V群（需全订粉丝值）：872611742本书又名《星临》
6,第一序列,会说话的肘子,//book.qidian.com/info/1013562540,都市,都市异能,完本,48034,废土之上，人类文明得以苟延残喘。一座座壁垒拔地而起，秩序却不断崩坏。有人说，当灾难降临时，精神意志才是人类面对危险的第一序列武器。有人说，不要让时代的悲哀，成为你的悲哀。有人说，我要让我的悲哀，成为这个时代的悲哀。这次是一个新的故事。浩劫余生，终见光明。
7,天降我才必有用,石章鱼,//book.qidian.com/info/1012902516,都市,都市生活,完本,38052,不减肥就得死！一部被贬仙人在凡间的奋斗史！群号：832476624
8,手术直播间,真熊初墨,//book.qidian.com/info/1013414929,都市,都市生活,完本,35532,一个外科的小医生，一不小心得到了系统加持，横扫医学界，妙手回春，活人无数。
9,明天下,孑与2,//book.qidian.com/info/1015609210,历史,两宋元明,完本,35171,明末的历史纷乱混杂，堪称是一段由一些有着强大个人魅力的人书写成的历史。不论是李自成，还是张献忠这些叛逆者，还是崇祯，袁崇焕，这些当权者，亦或是吴三桂，耿精忠这些背叛者，每个人身上都有很多的故事，就是因为有了这些精彩的故事，明末的历史才变得大气起磅礴，波澜起伏。想要把这一段历史写好，自然要描绘出一个个活生生的人物，不论他的立场如何，我们站在历史长河的边缘上旁观，他们不过是这条长河里的一朵浪花。冷眼看世界，就是我们目前需要做的事情，冷眼看历史也是我们目前生活的一种追求。历史长河已经流淌到了我们的脚下，我们大可站在河边，准备迎接我们的历史。
10,造化图,横扫天涯,//book.qidian.com/info/1016597088,玄幻,异世大陆,完本,32815,【白金新书】有间歇性强迫症的学渣沈哲，穿越到一个到处都是学霸的世界。脑中多出一本可以改变规则，制定真理的造化图，于是他牛了。“熟能生巧，是将武技和修炼者一起煮熟，后者就和武技熟悉了，轻松学会其中的武功！”“断章取义，是指断章的作者，会被读者邮寄刀片，砍下手脚，换上义肢！”“绝对值呢？当然是绝对颜值了，带在身上轻松变成天下第一帅！”“斗气化马，只要和别人斗气，怒气值越高，化出来的马就越强，跑的越快，所以斗帝的马，追不上斗者，因为他们喜怒不形于色。”改定义，定真理，以学渣的眼光定义学霸世界。且看一个学渣，如何逆袭，成为全科学霸的故事。全新玄幻世界，全新世界架构，欢迎入坑。ps：已完本《天道图书馆》、《无尽丹田》、《拳皇异界纵横》等书，质量保证，放心阅读。
11,亏成首富从游戏开始,青衫取醉,//book.qidian.com/info/1016150754,游戏,游戏系统,完本,30265,近日，特约记者对腾达集团总裁裴谦做了专访。腾达集团目前估值已达千亿级别，业务涉及游戏、互联网、数码硬件、文化传媒、餐饮等多个领域，深刻地改变了人们生活的方方面面。而裴谦，也被视为“绝世好老板”、“不世出的投资奇才”、“天才游戏制作人”，拥有“无为而治的管理才能”和“对行业风向的精确洞察力”。面对记者，裴谦大吐苦水。“我真不是什么商业奇才啊！”“我的成功，完完全全都是运气使然！”“我最初的目标，只是想亏光五万块而已……”看，商业天才的人生就是这么的谦虚而又低调。书友群：792351511（新群）1064135703（快满了）893157567（快满了）
12,烂柯棋缘,真费事,//book.qidian.com/info/1015990091,仙侠,古典仙侠,完本,29048,烂柯旁棋局落叶，老树间对弈无人兴所致天元一子，再回首山海苍茫……一觉醒来，计缘成了一个破旧山神庙中的半瞎乞丐。真人一柄剑，神棍一张嘴，就是计缘在这个可怕的世界安身立足的根本。————普群号：563767909VIP验证群号：1071336169（需要全订截图）
13,轮回乐园,那一只蚊子,//book.qidian.com/info/1009817672,轻小说,衍生同人,连载,28493,苏晓签订轮回契约，进入各个世界执行任务。他曾目睹一个世界崩灭为尘粒，也曾与被遗忘的王者持刃而战。暗鸦在低语，黑渊下巨兽咆哮。欢迎来到，轮回乐园……
14,黎明之剑,远瞳,//book.qidian.com/info/1010400217,科幻,时空穿梭,连载,27366,高文穿越了，但穿越的时候稍微出了点问题。在某个异界大陆上空飘了十几万年之后，他觉得自己可能需要一具身体才算是成为一个完整的穿越者，但他并没想到自己好不容易成功之后竟然还需要带着这具身体从棺材里爬出来，并且面对两个吓蒙了的曾曾曾曾……曾孙女。以及一个即将迎来纪元终结的世界。
15,从我是特种兵开始打卡,纳兰凌云,//book.qidian.com/info/1016350069,军事,军旅生涯,完本,26422,穿越到《我是特种兵》的世界，得到辅助引擎的支持，他逐步成为所有士兵的王，特种兵，通信兵，飞行员等等，在每一个兵种的领域他都做到了极致，成为当之无愧所有士兵的王！新书《从火凤凰开始打卡》已上传。
16,当医生开了外挂,手握寸关尺,//book.qidian.com/info/1016313375,都市,都市生活,完本,24430,"新书已发，读者大大们可以去看看《这个医生很危险》。……你是一名月入2000的小（穷）医生，饱受生活的压力和摧残！可是，某天一觉醒来，发现自己开了外挂……你要做一台阑尾手术，于是开腹探查：你触摸盲肠：【盲肠：健康！】你触摸结肠：【结肠：健康！】你触摸阑尾：【阑尾：这是一个炎性化脓的阑尾怪，lv15，稀有怪，建议：行阑尾切除术！】你手起刀落，圆满切下阑尾。【叮！击杀稀有阑尾怪，获得：阑尾切除术经验+100，人民币+100，白色缝合针一个！】……你是一名急诊外科医生，你一觉醒来……救人就变强！普2群：107,798,4631。全订V群：818，843，247（需全订）舵主群：群号：902，053，154。（舵主及以上）老手好酒好肉期待大家到来！"
17,谍影风云,寻青藤,//book.qidian.com/info/1011489683,军事,谍战特工,完本,23768,一个平凡普通的公务员，机缘巧合回到了1936年，寻找地下组织，追查日本间谍，在波澜壮阔的大时代中为祖国，为民族的解放与复兴贡献着自己的一份力量，开始了他传奇的谍海生涯。谍影风云书友1群833528943，谍影风云书友2群879936725谍影风云舵主940510849
18,修真聊天群（聊天群的日常生活）,圣骑士的传说,//book.qidian.com/info/3602691,都市,都市异能,完本,22727,某天，宋书航意外加入了一个仙侠中二病资深患者的交流群，里面的群友们都以‘道友’相称，群名片都是各种府主、洞主、真人、天师。连群主走失的宠物犬都称为大妖犬离家出走。整天聊的是炼丹、闯秘境、炼功经验啥的。突然有一天，潜水良久的他突然发现……群里每一个群员，竟然全部是修真者，能移山倒海、长生千年的那种！啊啊啊啊，世界观在一夜间彻底崩碎啦！书友群：九洲1号群:207572656九洲２号群:168114177九洲３号群:165210665（新）九洲一号群（VIP书友群，需验证）63769632
19,超神机械师,齐佩甲,//book.qidian.com/info/1009480992,游戏,游戏异界,完本,22042,韩萧，《星海》骨灰级代练，被来自东（zuo）方(zhe)的神秘力量扔进穿越大军，携带玩家面板变成NPC，回到《星海》公测之前，毅然选择难度最高的机械系。战舰列队纵横星海，星辰机甲夭矫如龙，幽能炮毁天灭地，还有无边无际的机械大军，静静待在随身仓库里一人，即是军团！如果不是玩家出现，本书就是正经严肃的穿越异界题材……作为NPC，正常NPC对玩家功能一应俱全……发布任务？好感度调节？传授技能？哎等等，这群玩家我怎么都认识得，现实世界也回到了十年前。二群：157302881三群：884339155V群：547599250（需1w粉丝值由管理审核）
20,学霸的黑科技系统,晨星LL,//book.qidian.com/info/1011449273,科幻,超级科技,完本,21612,“系统，积分能换钱吗？”“不能。”“淦，那我要你何用？”“我能让你成为学霸。”-从数学猜想到可控核聚变，从一张黑板到无垠的星空。这是一个关于学霸的故事。
21,天启预报,风月,//book.qidian.com/info/1014180485,奇幻,现代魔法,连载,20015,“我想要挨一顿毒打……”——灾厄之剑、旧世界守墓人、调律师、最后的天国捍卫者、二十四个毁灭因素之一、淮海路小佩奇、深渊烈日、最终的地狱之王：槐诗。.某一天，穷困潦倒的槐诗忽然发现自己捡来的金手指终于能用了……只不过，这似乎并不是一件好事。为了赚钱和苟命，他一不小心踏入了这个危险世界。现境之外的边境，日常之后的异常。天文会，绿日、黄金黎明、存世余孽与诸界天敌……究竟是生存还是灭亡？这是个问题。那么，就在这一万零一种拯救世界的方法中，选一个通往HAPPYEND的方向吧。
22,凡人修仙之仙界篇,忘语,//book.qidian.com/info/1010734492,仙侠,神话修真,完本,19577,凡人修仙，风云再起时空穿梭，轮回逆转金仙太乙，大罗道祖三千大道，法则至尊《凡人修仙传》仙界篇，一个韩立叱咤仙界的故事，一个凡人小子修仙的不灭传说。特说明下，没有看过前传的书友，并不影响本书的阅读体验，但感兴趣的书友，也可以先去看看《凡人修仙传》，再来看本书哦。诸位道友，新书《大梦主》已经上传了哦。
23,神话版三国,坟土荒草,//book.qidian.com/info/3223937,历史,秦汉三国,连载,17536,陈曦看着将一块数百斤巨石撇出去的士卒，无语望苍天，这真的是东汉末年？吕布单枪匹马凿穿万人部队，这怎么看都不科学。赵子龙真心龙魂附体了，一剑断山，这真的是人？典韦单人护着曹操杀出敌营，顺手宰了对面数千步骑，这战斗力爆表了吧！这是不是哪里有些不对啊，陈曦顺手摸了一把鹅毛扇挥了一下，狂风大作，叹了一口气，“这是神话吧，我自己都不正常了。”ps：其实这是一篇正经的种田文……QQ群：95010223（满了）全订验证群：949176942酱油群：397441818（快满了）二群：418928396（快满了）三群：371034966五群：966666635
24,我真没想重生啊,柳岸花又明,//book.qidian.com/info/1015648531,都市,都市生活,完本,16249,万万没想到，社会精英、钻石单身汉的陈汉升居然重生了，一觉醒来变成了高三毕业生。十字路口的陈汉升也在犹豫，宝藏女孩沈幼楚和白月光萧容鱼，应该选择谁？都市重生小说的天花板，年轻人绝对不可错失的恋爱宝典！
