,Name,Author,Link,Category,The Specific Category,State,Yuepiao,Description
44,东晋北府一丘八,指云笑天道1,//book.qidian.com/info/1010056141,历史,两晋隋唐,连载,12676,历史的车轮滚过波澜壮阔的三国时代，中原大地迎来了百年未遇的和平，人们都以为盛世即将来临，可谁都没想到，等来的却是一场汉人永远也不愿面对的千年恶梦。永嘉丧乱，中原大地，虎狼横行!华夏的儿女，在血泊中哀号。不甘为奴的汉人举族南下，在江东之地重建东晋，自祖逖起，百年来汉家军队六出江南，九伐中原，可惜功亏一篑，多少志士，徒望两京兴叹，巍巍青山，何处不埋忠骨？所幸天不亡汉族，还有刘寄奴，他会用一腔的热血，吼出这个时代的最强音：汉胡不两立，王业不偏安！欢迎随本书走进那段金戈铁马，气吞万里的年代。书友Q群号818116794(普群)，933794235（V群，需要起点粉丝值验证）
45,修仙就是这样子的,凤嘲凰,//book.qidian.com/info/1031587468,仙侠,幻想修仙,连载,12620,九州世界，满怀怨气的玩家们聚集一处，滴血为盟，誓要让大魔头魂飞魄散。一时间，八方响应，风起云涌，所有人都看到了美好的明天。除了陆北。他就是那个所谓的魔头。“说我魔头，怪我坑你们，我一NPC，怎么可能坑你们，修仙就是这样的！”
46,黜龙,榴弹怕水,//book.qidian.com/info/1031516087,历史,架空历史,连载,12498,此方天地有龙。龙形百态，不一而足，或游于江海，或翔于高山，或藏于九幽，或腾于云间。一旦奋起，便可吞风降雪，引江划河，落雷喷火，分山避海。此处人间也有龙。人中之龙，胸怀大志，腹有良谋，有包藏宇宙之机，吞吐天地之志。一时机发，便可翻云覆雨，决势分野，定鼎问道，证位成龙。作为一个迷路的穿越者，张行一开始也想成龙，但后来，他发现这个行当卷的太厉害了，就决定改行，去黜落群龙。所谓行尽天下路，使天地处处通，黜遍天下龙，使世间人人可为龙。这是一个老套的穿越故事。
47,在美漫当心灵导师的日子,遇牧烧绳,//book.qidian.com/info/1032768092,轻小说,衍生同人,连载,12121,原书名《美漫：开局指导蝙蝠侠》一朝穿越，席勒成了蝙蝠侠的老师，哥谭大学心理学教授。刚来第一天，布鲁斯·韦恩就进了心理诊室。席勒只得打开美漫聊天系统，发了第一条帖子:蝙蝠侠问我人生的意义，该怎么回答？在线等挺急的。席勒·安戴尔·罗德里格斯，世界级犯罪心理学大师，哥谭大学最知名的心理学教授，他的学生既有超级英雄，也有超级罪犯，但他却不属于其中任何一个，蝙蝠侠喜欢称他为“教授”，小丑把他念作“最冷静的疯子”，稻草人叫他“阿卡姆漏网之鱼”，尼克·弗瑞认为他是“脱罪家”。做蝙蝠侠的老师、小蜘蛛的教父、钢铁侠的心理医生，席勒的美漫之旅，从开局指导蝙蝠侠开始。综美漫（包含电影宇宙），DC漫威及其他漫画，不虐主，配角不降智。（别在意书名！不是工作室文！不是聊天群！系统没啥存在感！正准备改名了！真的正在改了！）
48,回到2002当医生,真熊初墨,//book.qidian.com/info/1029398295,都市,都市生活,完本,11493,立志征服癌症、解决人间疾痛的周从文在推广粒子置入术的时候遭遇车祸，出师未捷身先死。但却阴差阳错，回到2002年，回到上一世刚参加工作，因为拒绝老主任的酒被PUA，人生跌入谷底的年代。那个男人，他回来了。
49,大明第一臣,青史尽成灰,//book.qidian.com/info/1031417905,历史,两宋元明,连载,11347,元末濠州城外，朱元璋捡到了一个少年，从此洪武皇帝多了一条臂膀。抗元兵，渡长江，灭陈友谅，伐张士诚。创建大明，光复燕云。我无处不在。从此洪武立国，再无遗憾。大明根基，固若金汤。针对小明王的事情，我们需要采取四阶段战术。首先，我们宣称什么事都没有。其次，我们说或许发生了什么事情，不过我们什么都不用做。再次，我们说或许应该做点什么，可惜什么都做不了。最后，我们很遗憾小明王以身殉国，当初要是做点什么就好了。……有人问：身为太祖第一心腹重臣，如何轻松避过风风雨雨，安享天年？张希孟谦虚地说：“仆只是大明朝卑微的社会公器，用来盛放太祖皇帝深思熟虑的果实！”
50,精灵世界的底层训练家,说唱鸽,//book.qidian.com/info/1029939166,轻小说,衍生同人,连载,11178,【更新日万，月40万+！】感谢联盟归还精灵世界安静祥和，因为我这个“底层”的训练家，跳反了。——源自“底层”训练家、培育家夏彦的《自述》
51,奶爸学园,剑沉黄海,//book.qidian.com/info/1021836787,都市,都市生活,连载,11143,都说女儿是前世的情人，那万一前身是海王怎么办？金牌编剧穿越而来，面对的不是飞黄腾达三宫六院娱乐帝国，而是，满！园！子！的！瓜！娃！子！（日常风，温馨风，轻喜风，有萌娃，已有完本小说《与萌娃的文艺生活》《哥哥万万岁》）
52,神秘之劫,文抄公,//book.qidian.com/info/1030011567,游戏,游戏异界,连载,10912,神秘复苏，诸神黎明，一定是好事么？伴随着灵气复苏所带来的，还有……无解之恐怖！一个奇异的姓氏、一个穿梭两界的灵魂，一段神秘的史诗……
53,什么叫六边形打野啊,这很科学啊,//book.qidian.com/info/1031785579,游戏,电子竞技,连载,10883,{英雄联盟电竞文}团战、Gank、视野、操作、意识、英雄池……全部拉满！顾行用职业生涯诠释着，什么叫六边形打野！……18岁的顾行意外发现了自己的独特天赋，他原本只想利用暑期空闲时间赚点生活费，缓解一下家里的经济压力，却阴差阳错一头扎进了2016年的LPL。联赛内有横扫一切的EDG，异军突起的RNG，重组2.0版本的WE……联赛外强敌环伺，连续3年夺冠的LCK气势如虹，还在延续自己的宰治，欧美赛区蠢蠢欲动试图翻身，LPL依旧行走在漫无边际的黑暗中。但来都来了。在顾行踏上职业道路的这一刻开始，目标就只有冠军！从懵懂新人到队伍领袖，再到赛区乃至英雄联盟的标志，他一步步迈上巅峰！
54,谁还不是个修行者了,金色茉莉花,//book.qidian.com/info/1031784529,轻小说,原生幻想,连载,10802,穿越到了一个玄幻世界，然而——具备先进思想的修行者们刚刚以一场旷日持久的战争结束了早已步入黄昏的旧修行时代。皇权压迫的时代没有了，修行者高高在上的时代消失了，这是一个修行普及、充满活力的崭新时代。欢迎来到新时代的黎明。这个年代，谁还不是个修行者了。
55,从神探李元芳开始,兴霸天,//book.qidian.com/info/1031580762,历史,架空历史,连载,10650,穿越李元芳，神探竟是我自己，最开心的事情有两件：第一，犯人被我揭穿真面目，狗急跳墙要对侦探动手，我笑眯眯的拔出了刀；第二，身边有个狄胖胖，每次遇到案件，我总是忍不住问一句：怀英，你怎么看？（书友群797607104）
56,英雄无敌之隐藏建筑大师,凶猛公仓鼠,//book.qidian.com/info/1031812496,游戏,虚拟网游,连载,10491,无数玩家的鲜血铺成七鸽前进的道路，被火烧焦的法师袍随风尘飘扬，神灯的碎片被踩得喳喳作响，娜迦碎刃，石像成灰。泰坦尸骨堆积成山。而我七鸽，会踏着你们的尸骨，摘下布拉卡达的亚沙之泪，成为妖精族的新王！
57,我真不想跟神仙打架,中秋月明,//book.qidian.com/info/1029968248,都市,青春校园,连载,10461,重回90年代，那个神仙打架的纯真时光，荆小强用他那天下无敌的手感跟嗓子，泰山崩于前而色不改的无聊心态，当了个顶尖文艺工作上班族，打卡上台，打卡下班，什么顶礼膜拜，什么歌坛荣耀可去他的吧
58,综网的巫：从艾泽拉斯吃到山海经,易伤秋者,//book.qidian.com/info/1029777870,游戏,游戏异界,连载,10113,“先来一小瓶恶魔精华……”易夏一边说着，一边从自己的摊位上取出一小瓶可乐倒进眼前的坩埚里。在旁边固定的手机屏幕上刷出的诸如“未曾设想的道路”、“离大谱”之类的弹幕后。易夏又添加了唤为“格罗姆之血”的植物。当然，弹幕有人称它在本土使用频率更高的称呼——“椿芽”。而随着植物的落入，坩埚里的液体仿佛加了特效一般。由原来泛着不明气泡的黑色液体，逐渐渲染出一片令人悚然的幽绿……“是色素，他在里面加了色素！”“比苦瓜汁似乎更有食欲的样子？”“那么古尔丹，代价是什么呢？”弹幕开始疯狂窜动，但易夏已经咕了。他惬意地躺在自己的躺椅上，看着外面形形色色的路人。阳光明媚，空气里弥漫着某种香甜的味道。是奶茶？还是大白腿？易夏眯了眯眼，头顶的太阳圆圆地像一个充满诱惑的大饼。这个可吃不得……易夏下意识地舔了舔自己的嘴唇，那里似乎还残留着某颗恒星的残渣……这，是属于一个巫觋的故事……书友群：166575132
59,相亲对象是神明之女,雨下的好大,//book.qidian.com/info/1030268248,玄幻,东方玄幻,连载,10082,刚刚大学毕业的周序，突然接到了父亲的电话。“吾儿，你既已长大成人，有些事为父也该告诉你了。”周序：“爸，你说话怎么文绉绉的？半白不白，看什么电视剧了？”“吾儿，为父摊牌了，为父乃魔道巨擘。你乃魔道圣子。”周序：“.…..爸，我挂了，忙呢。”“等等，还有最后一件事。你不是年纪不小了吗？你妈给你安排了个相亲对象，你见见。”周序：“谁啊？”“跟你一样，对面门的魔道神女。”
